,es,en
2353,Solicita a la Comisión que apoye el quinto programa de acción para la igualdad de oportunidades diseñado con la intención de suplir las deficiencias del anterior y pide que el principio de igualdad de oportunidades entre hombres y mujeres incida en todas las políticas de la Comunidad.,"The Committee requests that the Commission support the Fifth Action Programme for equal opportunities, drawn up with the aim of overcoming the difficulties of the previous programme and asks that the principle of equal opportunities be applied in all Community policies."
2354,"Solicita la creación de un programa sobre empleo dirigido específicamente a la mujer y, consecuentemente, pide la creación de una línea presupuestaria para su financiación con el objetivo fundamental de lograr la instalación efectiva de la igualdad entre hombres y mujeres en el ámbito laboral, no sólo a través de medidas protectoras de dicha igualdad sino también a través de fórmulas especiales que permitan a la mujer una total integración en el mercado laboral sin detrimento de otras facetas de su vida.","The Committee requests that a programme for employment be created, specifically targeting women and, to this end, requests that a budget line be created to finance it, with the fundamental aim of achieving equality between men and women in the workplace, not only by means of measures to protect that equality but also by means of special formulae, which will allow women to integrate fully in the labour market without jeopardising other aspects of their lives."
2355,"Destaca la importancia que, para alcanzar los fines de la Unión Europea en lo que se refiere a la igualdad de oportunidades entre hombres y mujeres, tiene la colaboración de aquellas organizaciones y asociaciones no gubernamentales que con sus actividades complementan los programas de acción comunitarios.","The Committee stresses the importance of the collaboration between those non-governmental organisations and associations, whose activities complement the Community action programmes, to achieving the European Union' s aims with regard to equal opportunities between men and women."
2356,"Señor Presidente, Señorías, quisiera en primer lugar expresar nuestra coincidencia con las prioridades políticas establecidas por la Sra. Haug.","Mr President, I would first like to say that I agree with the political priorities expounded by Mrs Haug."
2357,"Sin embargo, echamos de menos un apoyo explícito a ámbitos tan relevantes como la investigación científica y el desarrollo y la innovación tecnológicos.","Nevertheless, we are still lacking explicit support for such relevant fields as scientific research, technological innovation and development."
2358,Su omisión en cualquier diseño presupuestario general de la Unión equivaldría a salir a la calle desprovistos de paraguas en un día de lluvia.,Failure to take these into account in the Union' s budget is equivalent to going out on a rainy day without an umbrella.
2359,"Sin un esfuerzo permanente e intenso en estos campos no hay competitividad, y sin competitividad no hay creación de empleo.",Without a constant and intense effort in these fields there will be no competitiveness and a lack of competitiveness means no new jobs will be created.
2360,"Por ello, hemos introducido una enmienda en este sentido.",We have therefore introduced an amendment to cover this.
2361,"Otra modificación que hemos sugerido, de acuerdo con lo que se ha acordado en el Consejo Europeo celebrado en Lisboa, se refiere a que el empleo es una de las grandes prioridades políticas de la Unión para los próximos años y tal objetivo pasa indefectiblemente, tal como la Sra. Haug señala con acierto, por políticas favorables a la pequeña y mediana empresa.","Another amendment that we have suggested, in accordance with what was agreed at the European Council in Lisbon, refers to the fact that employment is one of the Union' s great political priorities for the coming years and that objective is unfailingly expressed, as Mrs Haug correctly points out, through policies which favour small and medium-sized businesses."
2362,Pero no nos podemos limitar a facilitarles el acceso a las nuevas tecnologías de la comunicación y la información.,"However, it is not enough simply to give them access to new communication and information technologies."
2363,"La red es un instrumento, no una varita mágica.","The Internet is a tool, not a magic wand."
2364,"Sin un decidido programa de reformas estructurales básicas, que mejoren la capacidad de competir de nuestro tejido empresarial, la era digital será para Europa un tiempo de frustración. De ahí nuestra enmienda para recordar este hecho tan obvio pero a la vez tan temido.","Without a decisive programme for basic structural reforms, which improve the ability of European business to compete, the digital era will be a time of frustration for Europe, hence our amendment designed to remind us of this fact which is so obvious and yet so worrying."
2365,"Por último, en referencia a lo que la Sra. Haug define como ""economía cultural"" , hemos advertido que lo menciona dentro de las prioridades políticas, sin que vuelva a aparecer en el resto de su informe.","Lastly, with regard to what Mrs Haug describes as the ""cultural economy"" , we have pointed out that she mentions it amongst the political priorities, and then it fails to appear elsewhere in the text."
2366,"Con el fin de paliar esta inconsistencia metodológica, hemos propuesto una enmienda que desarrolla este sugerente concepto.","In order to deal with this methodological inconsistency, we have proposed an amendment which expands on this thought-provoking concept."
2367,"En cualquier caso, la ponente ha establecido, a nuestro juicio, correctamente las bases para orientar la sección III del presupuesto de la Unión correspondiente al año 2001, y nos complace manifestarle nuestra sincera felicitación por su labor.","In any event, the rapporteur has, in our judgement, correctly established the bases which will set the course for Section III of the Union' s budget for 2001 and we are happy to offer her our sincere congratulations on her work."
2368,"Señor Presidente, felicito a ambos ponentes por sus informes, que han alcanzado un alto grado de consenso.","Mr President, I congratulate both rapporteurs on their reports, which have received a high degree of consensus."
2369,El informe Ferber es una exposición muy valiente de las necesidades presentes y futuras del Parlamento.,The Ferber report is a very courageous exposition of the present and future needs of Parliament.
2370,"Un Parlamento Europeo interesado por las nuevas tecnologías de la información, un Parlamento Europeo consciente de que su organización debe girar prioritariamente en torno a las nuevas tareas que a los diputados europeos les obliga el Tratado de Amsterdam.","A European Parliament interested in the new information technologies, a European Parliament aware that its organisation must, as a priority, revolve around the new tasks which the MEPs are obliged to carry out under the Treaty of Amsterdam."
2371,"Es un informe que propone cambios, los cambios siempre encuentran resistencia en las instituciones y por eso es más de agradecer aún la voluntad del ponente de llevar ese informe adelante con el apoyo del PPE y, esperemos, del resto de los grupos políticos del Parlamento.","This report proposes changes. Changes always meet resistance in institutions and we should therefore be especially grateful that the rapporteur has wished to draw up this report with the support of the PPE, and, we hope, of the other political groups in Parliament."
2372,"La ponente Haug, por su lado, ha pactado grandes áreas de compromiso en su informe, que esperamos sean respetadas en la votación, y que refuerza el compromiso del Parlamento ante el empleo, la cultura, las nuevas políticas de Amsterdam y, no menos importante, las obligaciones y los derechos presupuestarios.","The rapporteur, Mrs Haug, has reached broad areas of compromise in her report, which we hope will be respected in the vote, and which we hope will strengthen Parliament' s commitment with regard to employment, culture, the new Amsterdam policies and, no less importantly, the budgetary obligations and rights."
2373,Este Parlamento votó mayoritariamente las perspectivas financieras que reflejaban los equilibrios políticos de Berlín incluso cuando éramos conscientes todos de su insuficiencia ante circunstancias exteriores inesperadas.,"This House voted by a majority for a financial perspective which respected the political balances of Berlin, even when we were all aware of its shortcomings in the face of unexpected external events."
2374,"Este Parlamento votó, en el pasado mes de diciembre, mantener las perspectivas financieras y el Acuerdo interinstitucional a pesar de que, entonces, el Consejo tensó la negociación hasta límites inaceptables.","Last December, this Parliament voted to maintain the financial perspective and the interinstitutional agreement despite the fact that, at that time, the Council drew out the negotiation to unacceptable limits."
2375,"Hoy el Consejo, el Parlamento y la Comisión están ligados por un compromiso firmado.","Today, the Council, Parliament and the Commission are bound by a signed commitment."
2376,Un compromiso muy serio.,This is a very serious commitment.
2377,"Si hay que financiar nuevas políticas, hay que encontrar nueva financiación.","If we have to finance new policies, we have to find new funding."
2378,"Si el Consejo pretende financiar los Balcanes a costa de las actuales políticas exteriores o agrícolas, no sólo mostrará falta de visión política, sino también falta de palabra ante los compromisos que firma.","If the Council intends to finance actions in the Balkans at the expense of current external or agricultural policies, it would not only be showing a lack of political vision but it would also be failing in the commitments it has signed up to."
2379,"Señor Presidente, me temo que mis opiniones no van a coincidir con las del Sr. Harbour o del Sr. Wuermeling, ya que, considerando que la directiva sobre la responsabilidad civil del año 1985 supuso un hito en materia de defensa del consumidor y, además, un capítulo donde la labor de la Comisión ha sido muy importante y de signo marcadamente progresista, creo que al mismo tiempo han transcurrido ya muchos años desde su aprobación, en el año 1985.","Mr President, I am afraid that my opinions will differ from those of Mr Harbour or Mr Wuermeling, because, although the 1985 directive on civil liability was a milestone in the field of consumer protection and furthermore a chapter in which the Commission played a very important role and adopted a strikingly progressive approach, I think that, at the same time, several years have passed since it was adopted."
2380,"Por eso es resaltable y aplaudible, desde mi punto de vista, que la Comisión se haya planteado su revisión.",I therefore feel that it is notable and praiseworthy that the Commission has decided to review it.
2381,Este Libro Verde es un primer paso de cara a esa revisión.,This Green Paper represents a first step towards this review.
2382,"Hay que tener en cuenta que en 1985 no se introdujeron algunos principios que hoy en día se consideran fundamentales y que en aquel momento no se pudieron incorporar al texto de la directiva, porque el debate no había madurado lo suficiente.","We must bear in mind the fact that in 1985 certain principles that are today considered to be fundamental were not incorporated, and at that time could not be incorporated into the text of the directive, because debate on the subject had not reached a sufficiently advanced level."
2383,"Entre estos principios y en primer lugar, hay que señalar la necesidad de que el fabricante asuma, al menos en determinados aspectos, los riesgos de desarrollo.","Amongst these principles, the first we should highlight is the importance of the manufacturer accepting, at least in certain areas, the development risks."
2384,"Pertenezco a un país, España, en el que, según la legislación sobre el consumo, el fabricante debe responder por el riesgo del desarrollo.","I come from a country, Spain, where consumer legislation dictates that the manufacturer bears responsibility for development risks."
2385,No se ha producido ni la quiebra de la compañía de seguros ni la quiebra de ningún fabricante ni se ha impedido por eso el progreso técnico.,"There have been no bankruptcies among insurance companies or manufacturers, nor has technical progress been hampered as a result."
2386,Ya está bien de que sea el consumidor el único que debe pagar con ese riesgo del progreso.,For too long the consumer has had to bear the full cost of this risk in the cause of progress.
2387,El segundo principio consiste en liberar de la carga de la prueba al que ha sufrido los daños.,The second principle consists of removing the burden of proof from the party that has suffered the damage.
2388,Estamos hablando de una responsabilidad objetiva y por lo tanto debe aligerarse al máximo la carga de la prueba que se impone a la víctima.,We are talking about an objective responsibility and therefore the burden of proof imposed on the victim must be made as light as possible.
2389,El tercer principio es el de la cuantificación de las indemnizaciones.,The third principle concerns setting levels of compensation.
2390,"En la directiva se prevé esa posibilidad, pero hay que tener en cuenta que los órganos jurisdiccionales acostumbran a calificar esta cuantificación de las indemnizaciones de intromisión del poder legislativo en sus funciones y, por lo tanto, debe revisarse también ese extremo.","The directive does provide for this eventuality, but we must bear in mind the fact that judicial bodies are used to seeing this setting of compensation as interference by legislative authority in its duties and this issue must therefore also be reviewed."
2391,"Señor Presidente, la necesidad de promover el desarrollo de las fuentes de energía renovables es un tema esencial cada vez que se plantean cuestiones como el acuerdo del Protocolo de Kioto y el cumplimiento de nuestros compromisos de reducción de emisiones de gases de efecto invernadero o cuando hablamos de sostenibilidad en política energética.","Mr President, the need to promote the development of sources of renewable energy becomes a crucial matter every time that issues such as the Kyoto protocol and meeting our commitments to reducing greenhouse gas emissions are raised or when we talk about sustainability in energy policy."
2392,"Igualmente está en la mente de todos el hecho de que apoyar las energías renovables es una de las bazas más importantes para conseguir resultados efectivos, especialmente en lo que se refiere al control de las emisiones de dióxido de carbono, así como para alcanzar el objetivo propuesto en el Libro Blanco de llegar a un 12% de energía renovable en el año 2010.","Also, on everyone' s mind is the fact that supporting renewable energies is one of the most important ways of achieving effective results, particularly with regard to controlling carbon dioxide emissions and to attaining the objective proposed in the White Paper, to reach a level of 12% renewable energy by 2010."
2393,"Ahora bien, siendo conscientes de esta necesidad, hay una serie de hechos relevantes a considerar.","Since we are aware of this need, there is a set of relevant facts that we should consider."
2394,"En primer lugar, hay que decir que las energías renovables presentan actualmente el inconveniente de su menor eficiencia económica, por lo que en una primera fase necesitan mecanismos de apoyo que las hagan empresarialmente viables.","Firstly, it should be said that renewable energies currently have the disadvantage of being less efficient in economic terms, which means that, in the first phase, support mechanisms are needed which will make them viable from a business point of view."
2395,"En segundo lugar, cualquier mecanismo de apoyo que se plantee debe ser realista y coherente, pero sobre todo debe estar dotado de un marco jurídico estable y adecuado para lograr el efecto perseguido.","Secondly, any support mechanism that is considered must be realistic and consistent, but must, above all, fit into a stable and appropriate legal framework if it is to achieve the desired effect."
2396,"Cualquier acción de desarrollo de nuevos proyectos de inversión en estas tecnologías exigirá, para su lanzamiento, el disponer de una base jurídica que haga transparentes las normas a las que tenga que acogerse.","In order for any action related to the development of new projects for investment in these technologies to be launched, it will require a legal basis which will ensure that the laws on which it is based are transparent."
2397,"En un tercer lugar, es característico de las energías renovables la diferente situación de partida de los distintos Estados miembros, lo que aconseja que cualquier solución se adapte a esta diferencia.","Thirdly, renewable energies are characterised by the different situations from which the various Member States are starting, which means that any solution will have to adapt to these differences."
2398,"En un cuarto lugar, no debemos limitar en exceso el concepto de energía renovable, aunque sí parece razonable prever ciertas restricciones en acciones de apoyo para las instalaciones cuyas dimensiones y rendimientos así lo requieran.","Fourthly, we must not place too many limits on the concept of renewable energy, although it does seem reasonable to impose certain restrictions on support actions for plants whose size and performance require them."
2399,"Para concluir, considero que el informe de nuestro colega, el Sr. Turmes, que este Pleno del Parlamento se dispone a votar, recoge de manera suficiente mis principales inquietudes.","I shall finish by saying that the report by Mr Turmes, on which this House is about to vote, addresses my main concerns sufficiently."
2400,"Su contenido ofrece el equilibrio necesario que nos permite valorarlo positivamente, pero nuestra posición final dependerá del resultado en determinados puntos cruciales.","Its content provides the necessary balance for us to be able to rate it positively, but our final position will depend on the outcome with regard to certain key points."
2401,No quisiéramos terminar sin felicitar al ponente por su talante dialogante y por su esforzado y completo trabajo.,I would not like to finish without congratulating the rapporteur on his willingness to enter into dialogue and for his vigorous and thorough work.
2402,"Señor Presidente, en primer lugar desearía felicitar al ponente por su apertura al diálogo en todo lo relacionado con el informe y con las enmiendas.","Mr President, I would firstly like to congratulate the rapporteur on being open to dialogue on all areas connected to the report and to the amendments."
2403,"Creo que todos los asuntos relacionados con las energías renovables debemos considerarlos como algo muy importante, teniendo en cuenta que queremos dejar en herencia un planeta que sea habitable para las próximas generaciones.","I think we must consider all matters related to renewable energies to be extremely important, bearing in mind the fact that we want to leave behind us a world which future generations will find inhabitable."
2404,Resulta curioso que nos vayamos casi suicidando escalonadamente sin que suenen las alarmas por la contaminación del globo terráqueo y ¿qué es lo que podemos hacer?,It is curious that we are slowly killing ourselves and yet the earth' s contamination is not causing the alarm bells to ring. What can we do about it?
2405,"Yo creo que, en primer lugar, buscar todas las energías renovables, aprovecharlas, impulsarlas, promoverlas y aplicar los incentivos adecuados para que sean viables, penalizando en la misma línea las energías contaminantes.","I think that first we must seek out all renewable energies and take advantage of them, encourage them, promote them and provide the appropriate incentives to make them viable, and at the same time penalise energies that contaminate."
2406,"Comprendo que todo esto es fácil de enunciar y difícil de resolver pero, si no actuamos inmediatamente, en pocas generaciones estaremos hipotecados.","I know that this is all easy to say and difficult to do, but unless we act immediately, within a few generations, we will be stretched to the limit."
2407,En mi opinión deberíamos empezar por diferenciar entre compensaciones y subvenciones.,My opinion is that we should start by differentiating between compensation and subsidies.
2408,"Como es sabido, la mayor parte de las fuentes de energía tradicionales, salvo las hidráulicas, eólicas, etc., generan una serie de perjuicios para el medio ambiente que, en muchas ocasiones, son tan graves como el CO2, las lluvias ácidas, las mareas negras, etc. Estos daños son habitualmente reparados por las administraciones públicas, gracias a programas de recuperación y cuidado del medio ambiente.","It is common knowledge that most traditional sources of energy, apart from those using water, wind etc., cause a great deal of serious environmental damage, in many cases, such as CO2, acid rain, oil slicks etc. This damage is usually repaired by public administrations, by means of programmes for restoring and caring for the environment."
2409,"En el caso de las energías renovables que no generan perjuicio alguno para su entorno, pienso que sería razonable compensarlas al menos en tanto no haya un impuesto sobre las emisiones de partículas contaminantes como el CO2 y otras.","In the case of renewables which do not cause any harm to the surrounding environment, I believe it would be reasonable to compensate them while there is no tax on emissions of polluting particles such as CO2."
2410,"Así, mientras las administraciones públicas sigan haciéndose cargo de reparar los perjuicios causados por las centrales térmicas o nucleares, estaremos en este caso subvencionando estas fuentes de energía en detrimento de las renovables.","Therefore, as long as public administrations continue to take responsibility for repairing the damage caused by thermal or nuclear power stations, we will be subsidising these sources of energy at the expense of renewables."
2411,"Por último, me gustaría referirme a la creación de un marco jurídico apropiado para este tipo de energías que fomente un rápido desarrollo de éstas, teniendo en cuenta que, a la larga, la parte correspondiente a las renovables debe ser la predominante.","I would finally like to mention the establishment of an appropriate legal framework for this kind of energy, which would foster its rapid development, bearing in mind that, in the long term, renewables must become predominant."
2412,". Señor Presidente, en primer lugar quiero felicitar al Sr. Turmes por el informe que ha preparado, dado que será de una gran utilidad para los trabajos de la Comisión.","Mr President, firstly I would like to congratulate Mr Turmes on the report which he has prepared, as it will be of great use to the Commission' s work."
2413,"Quiero recordar que la Comisión aprobó en abril del año pasado un documento de trabajo sobre la electricidad procedente de energías renovables, cuyo objetivo principal consistía en presentar una visión completa de los programas de apoyo de los distintos Estados en materia de energías renovables, así como en destacar algunas conclusiones y opciones posibles para la adopción de medidas comunitarias en este terreno.","I would like to remind you that in April last year the Commission approved a working paper on electricity from renewable sources, whose main objective was to present a thorough overview of the support programmes of the different Member States in the field of renewable energies, as well as to highlight certain conclusions and possible options for the adoption of Community measures in this area."
2414,"En aquella ocasión, la Comisión indicó, en su documento de trabajo, que no había llegado a una conclusión definitiva y que se adoptaría una decisión final sobre todos los asuntos planteados a la luz de las reacciones suscitadas por el propio documento.",On that occasion the Commission indicated in its working paper that it had not reached a final conclusion and that a final decision would be adopted on all the issues involved in the light of reactions to the paper itself.
2415,"En este sentido, la contribución del Parlamento constituye un elemento importantísimo en este proceso.","In this respect, Parliament' s contribution is an extremely important element in this process."
2416,"Este Parlamento siempre ha respaldado con convicción unas políticas activas, orientadas hacia el fomento de las energías renovables.",This House has always been forthright in its support for active policies designed to promote renewable energies.
2417,Y quiero aprovechar la ocasión para reiterar mi agradecimiento al Sr. Turmes por el trabajo hecho.,I would like to take this opportunity to reiterate my thanks to Mr Turmes for his work.
2418,"Es más. Como ha señalado el Sr. Linkohr, hay que decir que es el Parlamento el que arrastra en parte a la Comisión a llevar a cabo acciones más concretas en el terreno de las energías renovables y que el Parlamento ha actuado siempre en este terreno como vanguardia y motor.","Furthermore, and as Mr Linkohr has pointed out, it must be said that it is Parliament that has, in part, forced the Commission to undertake more concrete action in the area of renewable energies and that Parliament has always been a leader and a driving force in this area."
2419,"Todos coincidimos en que las energías renovables deben desempeñar un papel clave a la hora de garantizar el suministro energético, así como contribuir a la menor dependencia de las importaciones y dar cumplimiento a los compromisos firmados en Kioto.","We all agree that renewable energies have to play a key role in guaranteeing our supply of energy, as well as making us less dependent on imports and in fulfilling the commitments we gave in Kyoto."
2420,"Pero, además, pueden servir para ayudar al desarrollo tecnológico de la Unión Europea y para permitir una exportación de tecnologías limpias a otras zonas del planeta.","However, they can also help the EU' s technological development and enable us to export clean technologies to other parts of the world."
2421,Quiero señalar que el informe del Sr. Turmes comparte plenamente estas opiniones.,I must point out that Mr Turmes' s report fully concurs with these views.
2422,"La Comisión ya presta su apoyo a la producción de energía eólica, solar, biomasa, pequeñas centrales hidroeléctricas, geotérmica, es decir, todas las fuentes de energías renovables, exclusión hecha de las grandes centrales hidráulicas a las que entendemos que no procede apoyar porque tienen suficientes posibilidades y, además, presentan algunos aspectos enormemente negativos desde el punto de vista medioambiental, pues la construcción de una presa implica siempre la inundación de un valle.","The Commission is already giving its support to the production of wind, solar and biomass energy, small hydroelectric stations and geothermal energy, that is all sources of renewable energy, with the exception of large hydraulic power stations, which we feel we should not support because they have sufficient options available to them. Furthermore, they have some extremely negative aspects from an environmental point of view, as constructing a dam always involves flooding a valley."
2423,"Pero tengo que decirle al Sr. Turmes que, sin embargo, no podemos considerar la turba como una energía renovable.","I must, however, say to Mr Turmes that, despite what I have just said, we cannot consider peat to be a renewable energy."
2424,"El programa ALTENER está permitiendo una magnífica labor y el Parlamento siempre ha sido aliado y colaborador con los esfuerzos de la Comisión, incluso -insisto- motor para llevar mayor ambición a las propuestas de la Comisión.","The ALTENER programme is enabling magnificent work to take place and Parliament has always been an ally of the Commission. It has always cooperated with the efforts of the Commission and, I repeat, has even been a driving force in making the Commission' s proposals more ambitious."
2425,"Nos hallamos ante un reto importante: definir los mecanismos más adecuados para apoyar el desarrollo de la electricidad verde, dentro de un mercado interior, un mercado único de electricidad abierto, como el que pretendemos obtener en el ámbito de la Unión Europea.","We are now faced with a considerable challenge, which is to establish the most appropriate mechanisms for supporting the development of green electricity in an internal market, an open single electricity market, which is what we are trying to achieve in the European Union."
2426,Quiero garantizarles que todas las cuestiones aquí señaladas van a ser tenidas muy en cuenta en la directiva que comenzará a debatirse en los próximos días.,I can assure you that all issues that have been highlighted here will be carefully considered in relation to the directive on which discussions will begin in the next few days.
2427,"Entrando en cuestiones concretas, quiero decir que prácticamente todos los puntos señalados en el informe del Sr. Turmes merecen nuestro apoyo y coinciden plenamente con nuestros análisis.","Going into specific issues, almost all of the points made in Mr Turmes' s report deserve our support and fully concur with our own studies."
2428,"Si bien es cierto que hay algunos aspectos que son más discutibles, merecen también, aunque sean rechazados en algunos casos por falta de factibilidad o porque plantean problemas superiores a las soluciones que proponen, un análisis a fondo.","Some aspects are more open to debate, but they also deserve thorough study, even if they must be rejected, in some cases because they are not sufficiently based on fact or because the problems they present are greater than the solutions they propose."
2429,"Quiero insistir en que el informe recalca la importancia del objetivo de doblar, del 6% al 12%, la participación de las energías renovables en el consumo interior bruto de energía.","I must repeat that the report stresses the importance of the objective of doubling, from 6% to 12%, the proportion of renewable energy sources in the gross domestic consumption of energy."
2430,"Esperamos plantear en la propuesta de directiva unos objetivos seleccionados por países, individuales para cada país de la Unión Europea.","In the proposal for a directive, we hope to include some objectives chosen by countries, that is, individual objectives for each country in the European Union."
2431,"No unos objetivos obligatorios, pero sí unos objetivos que, al menos desde el punto de vista político, tengan influencia en los resultados y creo que ese es un paso muy importante.","These would not be compulsory objectives, but ones which can produce results, at least from the political point of view, and I think that this would be a very important step."
2432,Coincido con el Sr. Turmes en la necesidad de proteger los distintos sistemas nacionales vigentes en el momento en que se apruebe esta directiva.,I agree with Mr Turmes on the need to protect the different national systems in force at the time that this directive is adopted.
2433,"Eso es lo que vamos a hacer, lo cual no quiere decir que, dentro de cinco años, no deba llevarse a cabo una revisión de los distintos sistemas y apostar por aquellos que sean los probadamente más efectivos y que hayan producido un mayor desarrollo de energías renovables en los países correspondientes.","This is what we will do, which does not mean that, in five years time, there should not be a review of the different systems and that we should not commit ourselves to those which have proved to be the most effective and which have resulted in greater development of renewable energies in those countries."
2434,"En cualquier caso, como saben, el 2 de diciembre de 1999, en el Consejo de Energía, presenté un cuestionario a los Estados miembros para ver el punto, un estado de la cuestión y poder presentar una directiva que pueda obtener un consenso suficiente para, en poco tiempo, acabar su tramitación, tanto en el Parlamento como en el Consejo.","In any event, as you know, on 2 December 1999, in the Energy Council, I gave a questionnaire to the Member States, so I could see what stage we had reached, what stage the issue had reached, and so I could present a directive that could obtain sufficient consensus to quickly conclude its passage through both Parliament and the Council."
2435,"El resultado de dicho cuestionario, que ha sido analizado por los servicios y que ha dado lugar a un documento, en mi opinión, de una excelente calidad, espero que nos permita poder superar con una cierta rapidez los trámites parlamentarios y en el Consejo.","The result of this questionnaire, which has been studied by the services, is a document, in my opinion, of extremely high quality, which I hope will enable us to get through the Parliamentary and Council procedures reasonably quickly."
2436,La propuesta -digámoslo muy claro- pretende sencilla y llanamente impulsar la producción de electricidad en base a energías renovables en el ámbito de la Unión.,Let us state quite clearly that the proposal simply and straightforwardly seeks to stimulate production in the EU of electricity from renewable energies.
2437,Quiero señalar que he tomado buena nota de lo que ha dicho el Sr. Linhkor sobre la política agrícola y la posibilidad de impulsar las producciones non food.,I would like to point out that I have taken careful note of Mr Linkohr' s words on agricultural policy and the possibility of encouraging non-food production.
2438,"Como antigua ministra de Agricultura, soy sensible a estas cuestiones y es una de las que también, de alguna manera, está contemplada en la propuesta.","As a former agriculture minister, I am sensitive to these issues and this is one which, to a certain extent, is also covered in this proposal."
2439,"También quisiera señalar que lo que pretendemos con todo ello es tener un abastecimiento energético más garantizado, más seguro y más respetuoso con el medio ambiente en el ámbito de la Unión.","I would also like to point out that our objective in all of this is to have a safer and more reliable supply of energy, which treats the EU' s environment with greater respect."
2440,"Para concluir, señor Presidente, en otras intervenciones se habla de amortización.","To conclude, Mr President, other speakers have mentioned repayment."
2441,Lo han dicho también hace un momento tanto el Sr. Vidal-Quadras como el Sr. Valdivielso.,Mr Vidal-Quadras and Mr Valdivielso both mentioned this a while ago.
2442,"Las energías renovables hoy en día no son competitivas con las energías tradicionales, sobre todo en tanto en cuanto las energías tradicionales tienen algunos costes externos que, desde luego, no están internalizados.","Renewable energies today are not competitive in relation to traditional energies, particularly as traditional energies have certain external costs which, of course, are not internalised."
2443,Hay que llevar a cabo un apoyo a las energías renovables.,Support must be given to renewable energies.
2444,"Yo creo que, hoy por hoy, no se pueden gravar las otras energías -esa es mi tesis, aunque sé que hay tesis distintas- por razones de competitividad y de crecimiento.","My personal view - although there are other ideas on this subject - is that, as things stand, we cannot write off other energies, for reasons of competitiveness and growth."
2445,Pero se pueden apoyar las energías renovables precisamente por su claro componente de respeto del medio ambiente y de reducción de emisiones.,"We can, however, support renewable energies, precisely because they are obviously based on respect for the environment and on reducing emissions."
2446,"En ese sentido, hay que garantizar a aquellos que apuestan por las renovables que van a tener un justo retorno de las inversiones realizadas.","In this respect, we must be able to ensure that those who do commit themselves to renewables have a fair return on their investments."
2447,"Y evidentemente, hay que crear un marco estable que permita hacer las inversiones que reclaman un número de años suficientes para su amortización.",We obviously have to create a stable framework that will enable investors to make investments which require a sufficient number of years to cover their repayment.
2448,"Este ha sido uno de los asuntos que se están debatiendo en la Comisión y que ha resultado más difícil en algunos casos, junto con algunos otros elementos, pero al final todo el mundo participa dentro de la Comisión de esa necesidad de impulsar la energía verde.","This is one of the issues under discussion in the Commission and which has proved to be more difficult in some cases, together with certain other aspects. But, ultimately, everyone in the Commission agrees on the need to encourage green energy."
2449,"Señor Presidente, quiero dar las gracias al ponente y a todos los oradores y asegurarles que este aspecto de estabilidad que permita tomar decisiones de inversión a medio plazo también va a estar dentro de la propuesta de directiva que espero poder presentarles en breve.","Mr President, I would like to thank the rapporteur and all the speakers, and to assure them that this element of stability, which will enable decisions relating to medium-term investments to be taken, will also feature in the proposal for a directive that I hope to be able to present to you soon."
2450,"Señor Presidente, Señorías, hay una cosa muy clara: el 4 de mayo entra en vigor el Reglamento ""Hushkits"" en la Unión Europea.","Mr President, ladies and gentlemen, one thing is crystal clear: on 4 May, the 'Hushkits' regulation enters into force in the European Union."
2451,Esto es lo único que está clarísimo.,That is all we know for sure.
2452,"A partir de ahí, habrá que ver cómo seguimos negociando con los Estados Unidos.",From then on we will have to see how we can carry on negotiating with the United States.
2453,"El objetivo de este reglamento es muy claro: conseguir que se cumpla lo que ya está acordado en el seno de la OACI, es decir, que, de verdad, los aviones que aterrizan en nuestros aeropuertos sean conformes a los estándares de ruido de la OACI.","The objective of this regulation is very clear: to achieve compliance with what has been agreed within the ICAO, that is to say, that the aircraft landing at our airports genuinely conform to the noise standards of the ICAO."
2454,"Este reglamento no pretende más, pero yo creo que tenemos que ser más ambiciosos.","This regulation has no further intention, but I believe we need to be more ambitious."
2455,"Los estándares actuales, como ha recordado el Sr. Blokland, datan de 1978.","The current standards, as Mr Blokland has reminded us, date from 1978."
2456,"Desde entonces, la tecnología aeronáutica mundial ha hecho grandes avances.","Since then, world aeronautical technology has made great advances."
2457,"Hoy día el nivel de ruido es, a veces, de 1 a 20, de 1 a 40 o incluso de 1 a 50 entre los antiguos aviones y los aviones de hoy.","Today, the noise levels of current aircraft can sometimes be 20, 40 or even 50 times lower than those of older aircraft."
2458,"Por ello, se trata de conseguir unos nuevos niveles de ruido como estándares internacionales en el seno de la OACI.",It is therefore a question of achieving new noise levels as international standards within the ICAO.
2459,"Y ahí necesitamos colaborar con los norteamericanos que, además, son nuestros aliados y nuestros amigos.","In this respect, we need to cooperate with the Americans who, after all, are our friends and allies."
2460,El hecho de que este reglamento entre pronto en vigor no quiere decir que no haya que seguir negociando con los norteamericanos con el objetivo de mejorar la situación de los estándares de ruido en el seno de la OACI.,The fact that this regulation will enter into force soon does not mean that we do not have to carry on negotiating with the Americans with the aim of improving the situation with regard to noise standards within the ICAO.
2461,Y ¿qué se puede negociar?,What can we negotiate?
2462,Se pueden negociar dos cosas:,We can negotiate two things:
