,fr,en
2704,"Le glissement n'est pas que sémantique La seule logique qui s'impose en lisant ce document est la poursuite du grand marché, de la dérégulation généralisée et n'a rien à voir avec la réorientation de la politique européenne espérée par nos concitoyens.",The shift in meaning is not just semantic... The only logical thing to do on reading this document is to pursue the mass market and generalised deregulation and forget about the realignment of European policy which our citizens hoped for.
2705,"R. Prodi ne parle que de ""mechanisms"", de ""structures"", mais ne définit aucun projet équilibré et répondant aux aspirations de nos peuples.",Mr Prodi talks solely of 'mechanisms' and 'structures' and fails to set out a single balanced project which responds to the aspirations of our people.
2706,"L'élargissement apparaît comme une fin en soi, mais si aucune politique sociale, aucune valeur commune et aucune institution renforçant la cohésion et la démocratisation de l'Union ne sont décidées, l'Europe qui sera léguée à la fin de la présidence Prodi risque d'être un simple espace de marché commun dans une mondialisation généralisée et non la communauté de destin que nous espérons.","Enlargement appears to be an end in itself, but unless decisions are made on a social policy, a common value and an institution to strengthen the cohesion and democratisation of the Union, the Europe bequeathed to us at the end of Mr Prodi' s presidency may well be a simple common market area within the context of generalised globalisation, rather than the community of destiny which we hope for."
2707,"Enfin, la complaisance de R. Prodi face au gouvernement autrichien au nom d'un juridisme excessif (qui, d'ailleurs, ne l'oblige en rien à envoyer un message de félicitations) justifierait en soi un vote de défiance.","Finally, Mr Prodi' s complacency towards the Austrian Government in the name of an exaggerated sense of protocol (which in no way obliges him to send a message of congratulations) would in itself warrant a vote of no confidence."
2708,.,.
2709,L'UE affiche sans retenue ses ambitions expansionnistes.,The European Union is flaunting its unbridled expansionist ambitions.
2710,"L'objectif de la Commission pour les cinq années à venir est de devenir ""un acteur global"" en montrant ""un vrai leadership sur l'arène mondiale"".",The Commission' s objective for the next five years is to become a 'global actor' by showing 'genuine leadership on the world stage' .
2711,La nature de l'UE n'a pas changé.,The nature of the EU has not changed.
2712,"Dès le début, elle a agi en fonction des quelques dizaines de grands groupes financiers-industriels et de leurs groupes de pression.",Since the beginning it has served the interests of a few dozen large financial and industrial groups and their pressure groups.
2713,"Mais la Commission Prodi veut maintenant transformer l'UE afin de postuler à la codirection mondiale avec les États-Unis, tout en entrant en compétition et en rivalité avec eux.","But the Prodi Commission now wants to transform the EU so that it can apply for joint global governance with the United States, which it also sees as its future competitor and rival."
2714,"Cette nouvelle politique impériale prône une réorganisation des institutions européennes et nationales, le renforcement du pouvoir étatique, une concurrence accrue, la mise en place d'une armée européenne et une reventilation des moyens financiers.","This new imperial policy advocates reorganising European and national institutions, strengthening the power of the state, increasing competition, establishing a European army and redistributing financial resources."
2715,"Que l'on ose encore invoquer la défense d'un ""modèle social européen"", est un mensonge honteux, car plus l'UE combat les États-Unis, plus elle devient son clone.","Even daring to refer to the defence of a 'European social model' is a shamefaced lie because the more the EU combats the United States, the more it becomes its clone."
2716,"Nous votons contre ces objectifs, car nous combattons cette politique dans le Parlement et dans la rue.","We shall vote against these objectives, because we are fighting against this policy both in Parliament and on the streets."
2717,"L'élaboration d'une charte européenne des droits fondamentaux serait la seule petite lumière dans cette politique, mais, une fois encore, rien n'est prévu pour que ce soient les peuples de l'Europe qui puissent s'en saisir et démocratiquement décider eux-mêmes.","A European charter of fundamental rights would be the only ray of light in this policy but, yet again, there is no provision for the people of Europe themselves to be able to address and decide on this democratically."
2718,"Madame la Présidente, les travaux de l'Assemblée paritaire ACP-UE en 1999 ont été marqués par la montée de l'inquiétude sur la pérennité du modèle de coopération issu des accords de Lomé.","Madam President, the work of the ACP-EU Joint Assembly was coloured in 1999 by growing concern about the sustainability of the cooperation models derived from the Lomé Conventions."
2719,"Dès 1994, par une première résolution à laquelle avait largement participé notre collègue Dominique Souchet, l'Assemblée paritaire s'alarmait des conséquences prévisibles de l'Uruguay round qui avait contredit le principe même de la préférence communautaire indispensable à cette coopération.","Back in 1994, the Joint Assembly passed an initial resolution, in which our fellow Member Dominique Souchet was closely involved, expressing its alarm at the foreseeable consequences of the Uruguay Round, which contradicted the very principle of Community preference which was fundamental to this cooperation."
2720,"Depuis deux ans, ces craintes se concrétisent. Le contentieux de la banane en est l'expression la plus claire.",These fears have been taking shape over the last two years and the banana row is the clearest expression of them.
2721,"Les pays en développement sont priés de s'aligner sur la libéralisation des échanges, malgré la fragilité de leurs économies.","The developing countries are asked to fall into line with the liberalisation of trade, despite their vulnerable economies."
2722,"Si le rapport de M. Corrie dénonce bien cette situation et réaffirme l'attachement de l'Assemblée paritaire au modèle de Lomé, en revanche, il ne souligne pas suffisamment un second problème qui, à vrai dire, provient lui aussi de l'erreur libre-échangiste, l'incohérence des accords commerciaux régionaux conclus par l'Union européenne.","Although Mr Corrie' s report roundly condemns this situation and reaffirms the Joint Assembly' s attachment to the Lomé model, he fails to highlight properly a second problem which, to tell the truth, is also the result of the free-trade error, namely the incoherence of the regional trade agreements signed by the European Union."
2723,L'accord de coopération avec l'Afrique du Sud en est le meilleur exemple.,The cooperation agreement with South Africa is a prime example.
2724,"Le Conseil a, en effet, approuvé cet accord négocié par la Commission alors même que le volet agricole, pourtant essentiel, n'était pas finalisé.","The Council approved the agreement negotiated by the Commission despite the fact that a basic section, namely agriculture, had not been finalised."
2725,"Comme l'a très bien dit notre collègue Paul-Marie Coûteaux, dans son intervention d'hier et dans ses propositions d'amendements, on se demande bien à quelle cohérence politique ce chèque en blanc peut correspondre.","As Paul-Marie Coûteaux rightly said in his intervention yesterday and in his proposed amendments, one wonders exactly what political coherence this blank cheque represents."
2726,"C'est très inquiétant, d'autant plus, qu'un accord de même type semble se dessiner avec le Mexique.","It is most worrying, especially as a similar agreement with Mexico appears to be taking shape."
2727,Il n'est pas non plus possible de soutenir le rapporteur lorsqu'il demande la fusion du Fonds européen de développement dans le budget communautaire.,Nor is it possible to support the rapporteur' s call for the European Development Fund to be merged with the Community budget.
2728,Nous voulons en effet conserver l'engagement clair et la responsabilité de chaque État membre que permet le caractère intergouvernemental.,"We want to maintain the clear commitment and the responsibility of each Member State, which is made possible by its intergovernmental nature."
2729,"Nous avons vu, hélas, trop d'exemples de dévoiement de l'aide collective dont personne ne se sent responsable et nous ne voulons pas étendre au FED ce système désastreux.","Alas, there have been far too many instances of collective aid for which no-one feels responsible being derailed and we do not want to extend this disastrous system to the EDF."
2730,"Monsieur le Président, le groupe socialiste soutient la Commission dans ses efforts pour réaliser le plan d' action relatif aux services financiers.","Mr President, the Socialist Group supports the Commission' s efforts to implement the action plan for financial services."
2731,"Il est évident que l' introduction de l' euro appelle la création d' un marché financier européen intégré, à l' égal des marchés américain et japonais.","Obviously, in the wake of the introduction of the euro, we need to create an integrated European financial market which is similar to the American and Japanese markets."
2732,Les débats autour des OPCVM ont suscité les interventions poussées de toutes sortes de lobbies et des débats passionnés dans la commission compétente .,The debates on UCITS gave rise to speeches on behalf of all sorts of lobbies and heated debate in the relevant committee.
2733,"Je tiens à féliciter le rapporteur, M. Olle Schmidt, ainsi que mon collègue García-Margallo, pour leur attitude constructive.","I should like to congratulate the rapporteur, Mr Olle Schmidt, and also Mr García-Margallo y Marfil, for their constructive approach."
2734,Les socialistes reconnaissent l' importance de l' industrie des fonds d' investissement pour le développement de nos économies et pour l' allocation des ressources.,The Socialists recognise the importance of the investment fund industry to the development of our economies and to the allocation of resources.
2735,Mais le monde de la finance internationale est un monde dangereux.,But the world of international finance is a dangerous one.
2736,Les marchés de capitaux restent à la merci de leurs excès.,The capital markets are still at the mercy of their excesses.
2737,Il existe actuellement un trop-plein de liquidités cherchant à se placer.,There is at present a surfeit of cash looking for a home.
2738,"En 1999, l' accroissement des moyens de paiement dans le monde a conduit à un dopage des bourses et à une explosion du volume de transactions, menant à une hausse des prix des actifs financiers et immobiliers.","In 1999, the increase in the means of payment in the world resulted in over-stimulated stock exchanges and an explosion in the volume of transactions, pushing up the prices of long-term financial and real assets."
2739,Cette accélération des activités financières internationales signifie également que les risques sont à la hausse.,"And as international financial activity speeds up, the risks increase."
2740,"Il n' est pas besoin d' être prix Nobel en économie pour comprendre que l' hypothèse de travail actuelle des marchés financiers, à savoir une anticipation de croissance annuelle des profits de l' ordre de 15 à 25 %, est simplement irréaliste à moyen terme.","You do not need a Nobel prize in economics to realise that the current working hypothesis of the financial markets, which anticipate annual growth in profits of the order of 15 to 25% is quite simply unrealistic in the medium term."
2741,"Je le dis avec force : pour l' avenir prévisible, le risque principal pour l' économie mondiale n' est pas l' inflation, mais une déflation générée par l' éclatement des bulles spéculatives créées par des marchés caractérisés, selon Alan Greenspan, par une exubérance irrationnelle.","I adamantly believe that the main risk to the world economy in the foreseeable future is not inflation, but deflation generated as the speculative bubbles, created by what Alan Greenspan calls irrationally exuberant markets, burst."
2742,"En poursuivant la libéralisation des marchés financiers européens, le pouvoir législatif a le devoir d' en limiter les risques.",The legislature has a duty to contain the risk inherent in the continuing deregulation of the European financial markets.
2743,Les fonds d' investissement travaillent par définition avec l' argent d' autrui.,"By definition, investment funds use other people' s money."
2744,Le législateur doit protéger l' intérêt général et mettre des clauses de sauvegarde.,The legislator should protect the general interest and introduce safeguard clauses.
2745,Il n' y a pas de liberté sans règles.,There is no freedom without rules.
2746,Nous avons écarté des structures dites master-feeder.,We have done away with so-called master-feeder structures.
2747,"Ces fonds nourriciers existent aux États-Unis, mais dans un espace ne connaissant qu' une autorité de surveillance et un seul système juridictionnel.","These feeder funds exist in the United States, which is an area with a single supervisory authority and a single legal system."
2748,"Dans le marché européen toujours fragmenté, de telles structures ne manqueraient pas de créer des problèmes.",The European market is still fragmented and such structures would doubtless cause problems.
2749,"Les socialistes, tout comme la Commission d' ailleurs, doutent de l' opportunité d' autoriser les fonds d' investissement à investir également dans les dérivés dits over the counter, des produits négociés de gré à gré entre professionnels.","The Socialists, like the Commission, question the advisability of allowing investment funds to invest in so-called over-the-counter derivatives, i.e. products negotiated between professionals by private contract."
2750,"Comme ces opérations ne relèvent généralement pas d' un contrôle prudentiel, les risques sont d' autant plus évidents.","As these transactions are generally not subject to prudential control, the risks are all the more obvious."
2751,"Afin d' encadrer les risques pour les investisseurs, le groupe socialiste a introduit des amendements proposant des clauses de sauvegarde, tant quantitatives que qualitatives.",The Socialist Group has tabled amendments proposing both quantitative and qualitative safeguard clauses in order to contain the risks to investors.
2752,"En adoptant ces amendements, le Parlement autorisera le recours aux dérivés OTC, tout en limitant les risques pour les investisseurs privés.","By adopting these amendments, Parliament will allow recourse to OTC derivatives but will also limit the risk to private investors."
2753,"Monsieur le Président, on parle actuellement beaucoup du principe de bonne gouvernance.","Mr President, there is much talk at present of the principle of good governance."
2754,"Ce principe devrait non seulement guider le secteur public, mais également le secteur privé, notamment les entreprises financières.","This principle should not only guide the public sector, it should also guide the private sector, especially financial undertakings."
2755,.,.
2756,"La Convention de Lomé, sur laquelle toute l' architecture des relations entre l' Union européenne et les 71 États d' Afrique, des Caraïbes et du Pacifique, constitue, à ce jour, l' outil de développement le plus performant et le plus ambitieux dans les relations Nord-Sud.","The Lomé Convention, on which the entire structure of relations between the European Union and the 71 African, Caribbean and Pacific countries rests, is still the most efficient and ambitious development tool in north-south relations."
2757,"Après des années de ""bons et loyaux services"", elle demeure le principal symbole de l' effort de l' Union européenne en faveur du développement et de l' amélioration du sort des pays les plus pauvres.",After years of 'good and loyal service' it is still the main symbol of efforts by the European Union to promote development and improve the lot of the poorest countries.
2758,C' est le visage humain de l' Europe...,It is the humane face of Europe...
2759,"Et c' est tout l' intérêt du rapport de John Corrie de mettre en lumière la valeur de cet instrument de développement original et volontariste, ainsi que le travail de l' Assemblée paritaire qui le met en uvre.","And the merit of Mr Corrie' s report is that it highlights the value of this original, proactive development instrument, together with the work carried out by the Joint Assembly."
2760,D' autant plus que la fragile architecture de cette construction ambitieuse a été menacée.,Especially as the vulnerable architecture of this ambitious structure has been threatened.
2761,Le partenariat entre l' Union européenne et les ACP a négocié dans la douleur le tournant du millénaire.,The partnership between the European Union and the ACP was negotiated in the difficult time of the changeover to the new millennium.
2762,Je me réjouis aujourd' hui que la raison et la générosité aient triomphé des difficultés pour ouvrir à ce partenariat de nouveaux horizons.,"I am delighted that reason and generosity triumphed over the difficulties, opening new prospects for this partnership."
2763,"Car, plus de 30 ans après avoir inauguré un partenariat inédit entre le Nord et le Sud, l' adaptation d' un outil qui a fait ses preuves, mais aussi son temps, est devenue indispensable pour faire face à de nouveaux défis.","Now, more than 30 years after the inauguration of an unprecedented partnership between north and south, the tool which has proven its worth and served its time needs to be adapted in order to meet new challenges."
2764,C' est pourquoi le nouvel accord qui sera signé le 31 mai prochain aux îles Fidji pour une durée de 20 ans constitue plus qu' un simple renouvellement des Conventions qui organisent les relations entre l' Europe et les pays ACP.,Which is why the new 20-year agreement due to be signed in Fiji on 31 May represents more than the simple renewal of the Conventions regulating relations between Europe and the ACP.
2765,Il doit en sceller le renouveau.,It should seal their revival.
2766,Il consacre avec éclat la dimension politique d' un partenariat qui constitue le seul lieu de dialogue et d' échange politique au sein des rapports Nord-Sud.,It brilliantly illustrates the political dimension of a partnership which constitutes the only forum for dialogue and political exchange within north-south relations.
2767,"À l' heure où l' Assemblée paritaire s' ouvre toujours davantage aux élus issus des assemblées parlementaires des ACP, cette dimension doit être non seulement préservée, mais surtout encouragée.","At a time when the Joint Assembly is opening its doors ever wider to the elected representatives from parliaments in the ACP, this dimension must not only be preserved; above all, it must be encouraged."
2768,L' Assemblée paritaire constitue ainsi une tribune au sein de laquelle pays européens et pays en développement défendent leurs intérêts communs.,The Joint Assembly also represents the tribunal before which the countries of Europe and the developing countries defend their common interests.
2769,"Après le brouillon de Seattle, notre devoir est désormais d' adopter une position concertée pour faire évoluer les règles du commerce mondial et les mettre au service de la lutte contre la pauvreté.","After the debacle in Seattle, our duty from now on is to adopt a concerted position and ensure that the rules of world trade develop and are used to fight poverty."
2770,Le partenariat peut désormais s' inscrire dans la durée. La voie est libre pour sa modernisation.,The partnership is here to stay and the way is clear for it to be modernised.
2771,"Premièrement, en favorisant - ainsi que le recommande le rapport Corrie - une évolution vers l' instauration de réunions régionales de l' Assemblée paritaire, permettant une adaptation des méthodes de travail aux nouveaux modes de coopération prévus - mise en place des ""accords de partenariat économique régionaux "" (APER).","First, by promoting a trend towards regional meetings of the Joint Assembly, as recommended in the Corrie report, thereby enabling working methods to be adapted to the new types of cooperation envisaged (regional economic partnership agreements)."
2772,"Ensuite, en réorientant les actions vers les micro-projets et l' ouverture à la société civile des pays du Sud. Enfin, en choisissant résolument l' élargissement, avec l' adhésion rapide de Cuba que l' ensemble des pays ACP ont appelée de leurs vux à Nassau et qui vient désormais d' en faire la demande formelle.","Then, by gearing actions to micro-projects and making them accessible to the civil society in the southern countries and, finally, by calling for enlargement and the rapid accession of Cuba, which all the ACP called for at Nassau and which has now made a formal application."
2773,"Mais sachons préserver l' esprit originel de la Convention de Lomé qui a permis aux relations entre l' Union européenne et les pays ACP de devenir ce qu' elles sont : un partenariat véritable, fondé sur l' équité et le respect mutuel.","But we must also preserve the original spirit of the Lomé Convention, which has enabled relations between the European Union and the ACP to become what they are today: a real partnership based on fairness and mutual respect."
2774,.,.
2775,"Quelques jours après les manifestations de Seattle, les ministres de l' Union européenne imposaient aux pays ACP, leurs anciennes colonies, un accord compatible avec les règles de l' OMC.","A few days after the demonstrations in Seattle, the ministers of the European Union imposed an agreement compatible with the rules of the WTO on the ACP, i.e. their former colonies."
2776,"En plus de la réduction du volume des exportations de ces derniers vers le marché communautaire, ce qui est appelé ""aide au développement"" aux pays ACP ne cesse de chuter, passant de 70 % du total de l' aide de l' Union européenne en 1986 à 30 % en 1998.","Apart from reducing the volume of exports from these countries to the Community market, what we term 'development aid' to the ACP has fallen constantly, from 70% of total European Union aid in 1986 to 30% in 1998."
2777,"L' Union européenne préfère porter ses crédits vers l' Europe de l' Est, l' ex-URSS, l' Asie, là où les profits sont plus prometteurs.","The European Union prefers to send its funds to Eastern Europe, the former USSR and Asia, where there is greater opportunity for profit."
2778,"Les accords UE/ACP se gaussent des principes démocratiques et de la lutte contre la corruption, en épargnant les responsables : à quand des sanctions et un contrôle de Total-Elf, qui alimente les responsables de la guerre civile au Congo ?","The ACP-EU agreements make a mockery of democratic principles and the fight against corruption, by sparing those who are responsible: when will sanctions and controls be imposed on Total-Elf, which is supplying those responsible for the civil war in the Congo?"
2779,Ou de la Shell ?,Or on Shell?
2780,"Bien que le marché soit présenté comme la seule règle devant régir les rapports UE/ACP, l' Union européenne envisage également une gestion policière de l' immigration, comme le sous-entend l' article 13, justifiant la politique des États européens contre les sans-papiers.","Although the market is presented as the only rule which applies to ACP-EU relations, the European Union also plans to police immigration, as article 13 hints, in order to justify the policy of the European states against illegal immigrants."
2781,"Nous n' acceptons pas cet accord, qui empêche les populations d' avoir les moyens de construire des sociétés indépendantes des multinationales et des banques européennes.","We do not accept this agreement, which deprives people of the wherewithal to build societies which are independent of the European multinationals and banks."
2782,.,.
2783,"La volonté exprimée par la Commission de renforcer les relations entre l' Union européenne et l' ancienne République yougoslave de Macédoine, et d' ouvrir à cette dernière la perspective d' une pleine intégration dans la Communauté, nous semble répondre à une préoccupation prioritaire : la construction d' un ensemble politique respectueux des nations et de leur souveraineté ne pouvait pas différer plus longtemps l' envoi d' un signe à ces États de l' Europe du Sud-Est que l' histoire, depuis la fin de la Seconde Guerre mondiale, n' a pas ménagés.",The Commission' s stated desire to strengthen relations between the European Union and the Former Yugoslav Republic of Macedonia and to grant this country the prospect of full integration into the Community would appear to respond to a primary concern: a political entity which respects nations and their sovereignty could no longer postpone sending a signal to these states in south-east Europe which history has shown no consideration for since the end of the Second World War.
2784,"Après avoir été écrasée par la botte du communisme triomphant, la région ne finit pas, depuis le début des années 1990, de payer l' addition de l' effondrement du système soviétique.","Having been crushed beneath the heel of triumphant Communism, this region has not stopped paying the price for the collapse of the Soviet system since the beginning of the 1990s."
2785,"Pourtant, dans ce contexte difficile, et plus particulièrement depuis l' intervention militaire de l' OTAN dans les Balkans, certains de ces États, tous authentiquement européens, ont fait la preuve d' un sens des responsabilités qui rend légitimes leurs aspirations à l' intégration dans la Communauté.","And yet, under these difficult conditions, especially since the military intervention in the Balkans by NATO, some of these genuinely European countries have demonstrated a sense of responsibility which entitles them to aspire to join the Community."
2786,"À ce titre, le cas de l' ancienne République yougoslave de Macédoine est à la fois exemplaire et emblématique.","In this sense, the Former Yugoslav Republic of Macedonia is both an exemplary and a symbolic case."
2787,"Exemplaire, car il prouve que les États des Balkans ne sont frappés d' aucune fatalité et qu' ils sont, pour ceux qui en ont la volonté, dès aujourd' hui en mesure de satisfaire aux exigences habituelles des accords de stabilisation et d' association requises par l' Union européenne.",Exemplary because it proves that the Balkan countries are not at the mercy of fate and that those of them which so wish are already in a position to meet the standard requirements imposed by the European Union in stability and association agreements.
2788,"Emblématique, car il illustre positivement le projet des Quinze de voir éclore une politique commune aux cinq pays de la région (Bosnie-Herzégovine, Croatie, République fédérale de Yougoslavie, ARYM et Albanie) qui ferait de la stabilisation économique et politique une ardente et urgente obligation.","Symbolic because it reflects well on the Fifteen' s project to see the birth of a policy which is common to the five countries in the region (Bosnia-Herzegovina, Croatia, Federal Republic of Yugoslavia, FYROM and Albania) and which would make economic and political stability a pressing and urgent requirement."
2789,"Le groupe UEN est d' autant plus d' accord avec l' envoi de ce signal à l' ancienne République yougoslave de Macédoine que celui-ci fait toute sa place à l' indépendance et à la souveraineté des États : si l' on ne saurait dégager de solution satisfaisante dans les Balkans sans une forte politique de coopération entre les États qui les composent, il ne saurait non plus être question de bloquer leur processus d' intégration au motif qu' un des leurs serait jugé indigne d' une telle promotion.",The UEN Group is all the more in favour of sending this signal to the Former Yugoslav Republic of Macedonia because it leaves plenty of room for the independence and sovereignty of the states. A satisfactory solution cannot be found in the Balkans without a strong policy of cooperation between the states concerned; but nor can there be any question of blocking their process of integration because one of them is considered unworthy of such promotion.
2790,L' Union est dans son rôle lorsqu' elle cherche par sa politique de coopération à inciter les nations à épouser avec elle un socle de valeurs communes dont la démocratie et la liberté des citoyens sont la pierre angulaire.,"The Union is simply doing its job when it seeks through its cooperation policy to encourage nations to espouse a platform of common values with it, of which democracy and civil liberty are the cornerstone."
2791,"Elle en sort lorsqu' elle se substitue aux peuples dans ses choix, ou qu' à défaut, elle réinvente une nouvelle forme de ""sens de l' Histoire"" qui n' appréhende la notion d' autodétermination des peuples qu' à sens unique.","It is not its job to subrogate to people in their choices or, failing that, reinvent a new variation on a 'sense of history' which perceives self-determination as a one-way street."
2792,La construction communautaire n' a de sens que si elle crée exclusivement des discriminations positives : le groupe UEN espère que ce signal en direction de l' ARYM et ses suites concrètes permettront de contribuer durablement au développement et à la coexistence pacifique des États-nations de cette partie - à part entière - de l' Europe.,"The Community construction only makes sense if it creates positive discriminations alone, and the UEN Group hopes that this signal to FYROM and specific action in its wake will help us make a sustainable contribution to the development and peaceful coexistence of the nation states in this fully-paid up part of Europe."
2793,Rapport Frassoni (A5-0021/2000),Frassoni Report (A5-0021/2000)
2794,"Monsieur le Président, Monsieur le Commissaire, j'ai entendu ce matin, sur les ondes nationales françaises, que la libéralisation de la Poste ne serait pratiquement plus qu'une question d'heures ou de jours et que c'était irrémédiable, à l'exemple de ce qui s'est passé chez nos amis suédois, néerlandais et allemands.","Mr President, Commissioner, this morning on French national radio, I heard that liberalisation of the French postal service was now only a matter of days or hours away and that it was irreparable, like the developments with our neighbours in Sweden, the Netherlands and Germany."
2795,Cela nous inquiète vivement et c'est la raison pour laquelle nous avons demandé ce débat aujourd'hui.,This concerns us deeply and that is why we requested this debate today.
2796,"La Commission s'est, en effet, engagée sur un service postal universel, et le Parlement européen l'a montré à plusieurs reprises, le service postal constitue effectivement, comme l'ont déjà dit certains collègues, un facteur essentiel de cohésion sociale et territoriale.","The Commission is committed to a universal postal service, as the European Parliament has shown on several occasions, the postal service is actually, as some speakers have already mentioned, a key factor in social and territorial cohesion."
2797,"Je voudrais à cet égard m'adresser peut-être à notre collègue suédois pour lui demander ce qu'il pense de l'étude qui a été réalisée et qui montre qu'effectivement, dans des secteurs plus reculés de la Suède, le service postal serait plutôt mauvais, au niveau de la distribution.",In this connection I should like to ask one of our Swedish MEPs for an opinion of the study which has been carried out and which shows that in fact in the most remote areas of Sweden the postal service was rather poor in terms of distribution.
2798,Donc nous ne voulons pas de ce service postal-là.,That is not the sort of postal service that we want.
2799,L'intérêt économique du service postal a été reconnu par le Traité d'Amsterdam et nous estimons qu'il va bien au-delà de la distribution.,The economic value of the postal service was recognised by the Treaty of Amsterdam and we consider that it goes far beyond the distribution of mail.
2800,"C'est le service qui reste le plus proche des citoyens et que nous appelons ""service public"", qui permet à chaque habitant sur le territoire européen d'être desservi et cet acquis-là doit rester un acquis communautaire.","It is the service which remains closest to the citizens and which we call a 'public service' , which makes it possible for everyone resident within European territory to receive the service, and this entitlement must remain an acquired right, an acquis communautaire."
2801,"La reconnaissance par l'Union européenne d'un service postal de haute qualité, et pour tout le monde, reste de mise aujourd'hui, et nous sommes de plus en plus préoccupés.","The matter of the European Union' s recognition of a high-quality postal service, available to all, remains valid today, and we are increasingly concerned."
2802,"C'est pourquoi, nous demandons aujourd'hui de ne pas avoir de mauvaises surprises lundi en commission de la politique régionale, des transports et du tourisme.","That is why today we are asking not to have any nasty surprises in the Committee on Regional Policy, Transport and Tourism come Monday."
2803,Nous rappelons que les positions du Parlement ont été clairement définies et que le groupe des Verts les a soutenues.,Let us point out that Parliament' s positions were clearly defined and that the Group of the Greens/European Free Alliance supported them.
2804,"Cette résolution du 14 janvier 1999, demandait qu'avant toute poursuite de la libéralisation de ce secteur clé qui concerne quand même 1,7 million d'employés, la Commission fournisse les études d'impact de cette libéralisation.","This resolution of 14 January 1999 required that, prior to undertaking any liberalisation of this key sector, involving 1.7 million employees after all, the Commission should provide impact studies for this liberalisation."
2805,"Or, nous ne sommes pas convaincus que les études disponibles puissent aujourd'hui mettre en place cette libéralisation, et nous sommes inquiets parce que l'on sait très bien que cette libéralisation sans étude d'impact entraînerait des milliers de suppressions d'emplois, ce que nous ne voulons absolument pas.","Well, we are not convinced that the studies currently available make it possible to implement this liberalisation right now and we are concerned because it is well known that liberalisation without impact studies would cause thousands of job losses, something we certainly do not want."
2806,"Nous tenons à notre service public, à notre service universel des services postaux, car nous savons, et nous sommes les représentants des citoyens ici aussi, que les citoyens tiennent à ce service et la Commission s'est engagée, lors de l'audition de M. Bolkestein, à préserver ce service universel dans l'Union européenne.","We value our public service, our universal postal service, because we know, and here too we are acting as representatives of the citizens, that the citizens value this service and the Commission undertook, during Mr Bolkestein' s hearing, to maintain this universal service throughout the European Union."
2807,"Je ne reprendrai pas les différents propos qu'il a tenus lors de son audition, je crois que nous les avons tous encore en mémoire.","I shall not repeat all the various statements he made at his hearing, I think we all still remember them."
2808,"Nous maintenons aussi que nous attendons cette véritable évaluation avant toute décision définitive, comme le stipulent la directive et la révision de la directive de 1997.","We further maintain that we are waiting for this proper evaluation before any definitive decision, as stipulated in the directive and the revision of the 1997 directive."
2809,Nous n'accepterons pas de date de libéralisation de l'ensemble des activités postales tant que la Commission ne nous aura pas apporté la garantie que le service universel sera intégré dans cette directive et que le service public postal sera maintenu dans les États qui estiment indispensable ce service au citoyen.,We shall not accept a date for the liberalisation of all activities in the postal sector until the Commission has offered us a guarantee that the universal service will be integrated into this directive and that the public postal service will be maintained in the States which consider this service essential to the citizen.
2810,"Monsieur le Président, la directive de 1997, publiée le 21 janvier 1998, qui engageait une libéralisation partielle des services postaux en Europe, prévoyait une révision ultérieure, sous une forme d' ailleurs compliquée, puisqu' elle devait faire l' objet d' une proposition de la Commission avant la fin de 1998, puis être décidée avant le 1er janvier 2000, pour entrer enfin en vigueur avant le 1er janvier 2003.","Mr President, the 1997 directive, issued on 21 January 1998, which undertook the partial liberalisation of postal services in Europe, envisaged a revision at a later date, in a rather convoluted manner, indeed, since it was to be dealt with in a Commission proposal by the end of 1998, then decided by 1 January 2000, to come into force finally by 1 January 2003."
2811,"Or, pour le moment, la révision se trouve au point zéro.","Well, for the time being, the revision has not got off the starting block."
2812,"Les deux premières étapes n' ont pas été respectées, ce qui, en toute logique, devrait compromettre la troisième.","The two initial phases were not observed which, logically, ought to compromise the third."
2813,"Première question : de toute façon, les délais prévus n' étaient-ils pas trop brefs ?",My first question is this: surely the scheduled time limits were too short in any case?
2814,"À l' évidence, oui.","Apparently, they were."
2815,"On ne voit vraiment pas comment la Commission aurait pu évaluer, avant la fin de 1998, comme le prévoyait l' article 7 de la directive, les effets d' un texte entré en vigueur en février de la même année.","It is really not possible to see how the Commission could by the end of 1998, as stipulated by Article 7 of the directive, have evaluated the effects of a text which came into force in February of the same year."
2816,"D' ailleurs la Commission n' a pas pu fournir non plus le rapport d' application que, selon l' article 23, elle devait remettre avant le 31 décembre 2000.","Moreover, the Commission was also not able to provide the implementation report which, according to Article 23, it was to submit by 31 December 2000."
2817,Faut-il se plaindre de ce retard ?,Should we complain about this delay?
2818,Nous ne croyons pas.,We do not think so.
2819,"Si la Commission disposait d' éléments convaincants, prouvant, expérience à l' appui, qu' il faut aller plus loin dans la libéralisation, nul ne doute qu' elle les présenterait sans tarder.","If the Commission actually did have convincing evidence in support of taking liberalisation forwards, no one doubts that it would present it without delay."
2820,"Le Parlement européen, de son côté, qui avait beaucoup lutté pour que la directive de 1997 soit équilibrée et respecte les contraintes du service public universel, est plutôt satisfait de voir que le compromis qu' il avait obtenu à l' époque s' avère défendable.","For its part, the European Parliament, which had fought hard to ensure that the 1997 directive was balanced and respected the requirements of a universal public service, is rather satisfied to see that the compromise it obtained then is proving to be tenable."
